corpus_row_id,module,source_lesson_node_id,source_lesson_id,source_lesson_title,source_assignment_date,source_path,prerequisite_text,normalized_text,prerequisite_type,physics_topics,math_subtypes,prerequisite_depth,atomicity,mapping_status,direct_match_count,primary_target_node_id,primary_target_lesson_id,primary_target_lesson_title,primary_target_module,primary_target_assignment_date,primary_target_path,temporal_relation,match_confidence,match_basis,match_evidence,candidate_rank,candidate_score,top_unaccepted_candidate_title,top_unaccepted_candidate_path,top_unaccepted_candidate_score,review_scope,cycle_flag,future_review_flag
P212-0045,M1,212-M1-042,212-M1-042,Angle Turned Before Reversal,2026-06-25,/Users/jake/Developer/study/vault/212/M1/2026-06-25-M1-2/Lessons/Problem-7.md,"Use the power rule for antiderivatives: $\int t^n\,dt=\dfrac{t^{n+1}}{n+1}$.","use the power rule for antiderivatives: \int t^n\,dt=t^n+1n+1",Mathematical technique,,Calculus,D3,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Finding a Density Constant from Total Mass,/Users/jake/Developer/study/vault/212/M2/2026-07-12-HW-3/Lessons/Problem-3.md,0.1212,algorithmic-screen-only,false,true
P212-0046,M1,212-M1-042,212-M1-042,Angle Turned Before Reversal,2026-06-25,/Users/jake/Developer/study/vault/212/M1/2026-06-25-M1-2/Lessons/Problem-7.md,Evaluate a definite integral by subtracting the antiderivative at the lower bound from the upper bound.,evaluate a definite integral by subtracting the antiderivative at the lower bound from the upper bound,Mathematical technique,,Numeracy and arithmetic | Calculus,D3,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Angular Displacement Before Reversal,/Users/jake/Developer/study/vault/212/M1/2026-06-23-M1-00/Lessons/Problem-2.md,0.1792,algorithmic-screen-only,false,true
P212-0047,M1,212-M1-043,212-M1-043,Converting Revolutions per Minute to Radians per Second,2026-06-28,/Users/jake/Developer/study/vault/212/M1/2026-06-28-HW-1/Lessons/Problem-1.md,$1$ revolution equals $2\pi$ radians,1 revolution equals 2\pi radians,Model condition or reference choice,,,D1,Atomic,direct-match,1,212-M1-033,212-M1-033,Convert Revolutions Per Second to Angular Frequency,M1,2026-06-24,/Users/jake/Developer/study/vault/212/M1/2026-06-24-M1-1/Lessons/Problem-1.md,earlier,High,worked_move_equivalent,The lesson teaches the exact revolution-to-radian conversion in examples and practice.,1,0.4328,,,,semantically-reviewed,true,true
P212-0048,M1,212-M1-043,212-M1-043,Converting Revolutions per Minute to Radians per Second,2026-06-28,/Users/jake/Developer/study/vault/212/M1/2026-06-28-HW-1/Lessons/Problem-1.md,$1$ minute equals $60$ seconds,1 minute equals 60 seconds,Measurement and computation,,,D1,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Convert Revolutions Per Second to Angular Frequency,/Users/jake/Developer/study/vault/212/M1/2026-06-24-M1-1/Lessons/Problem-1.md,0.1503,algorithmic-screen-only,false,true
P212-0049,M1,212-M1-043,212-M1-043,Converting Revolutions per Minute to Radians per Second,2026-06-28,/Users/jake/Developer/study/vault/212/M1/2026-06-28-HW-1/Lessons/Problem-1.md,Multiplying by a conversion factor that equals $1$,multiplying by a conversion factor that equals 1,Mathematical technique,,Numeracy and arithmetic | Algebra and formula manipulation,D2,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Comparing Orbital Speeds at the Apsides,/Users/jake/Developer/study/vault/212/M3/2026-07-17-HW-5/Lessons/Problem-7.md,0.1638,algorithmic-screen-only,false,true
P212-0050,M1,212-M1-043,212-M1-043,Converting Revolutions per Minute to Radians per Second,2026-06-28,/Users/jake/Developer/study/vault/212/M1/2026-06-28-HW-1/Lessons/Problem-1.md,Simplifying fractions with $\pi$,simplifying fractions with \pi,Mathematical technique,,Numeracy and arithmetic | Algebra and formula manipulation,D2,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Mass Removed from a Uniform Disk,/Users/jake/Developer/study/vault/212/M2/2026-07-12-HW-3/Lessons/Problem-8.md,0.2075,algorithmic-screen-only,false,true
P212-0051,M1,212-M1-044,212-M1-044,Finding the Time for One Revolution While Speeding Up,2026-06-28,/Users/jake/Developer/study/vault/212/M1/2026-06-28-HW-1/Lessons/Problem-2.md,One revolution around a circle of radius $r$ covers distance $2\pi r$,one revolution around a circle of radius r covers distance 2\pi r,Mathematical technique,,Geometry and trigonometry,D2,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Convert Revolutions Per Second to Angular Frequency,/Users/jake/Developer/study/vault/212/M1/2026-06-24-M1-1/Lessons/Problem-1.md,0.2552,algorithmic-screen-only,false,true
P212-0052,M1,212-M1-044,212-M1-044,Finding the Time for One Revolution While Speeding Up,2026-06-28,/Users/jake/Developer/study/vault/212/M1/2026-06-28-HW-1/Lessons/Problem-2.md,"If speed increases at constant rate $a$, then distance traveled after time $t$ is $vt+\dfrac12at^2$","if speed increases at constant rate a, then distance traveled after time t is vt+\dfrac12at^2","Physics concept, law, or relation",Kinematics,,D1,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Putting Period in the Denominator for Rotating-Disk Speed,/Users/jake/Developer/study/vault/212/M1/2026-06-25-M1-2/Lessons/Problem-3.md,0.1948,algorithmic-screen-only,false,true
P212-0053,M1,212-M1-044,212-M1-044,Finding the Time for One Revolution While Speeding Up,2026-06-28,/Users/jake/Developer/study/vault/212/M1/2026-06-28-HW-1/Lessons/Problem-2.md,The quadratic formula,the quadratic formula,Mathematical technique,,Algebra and formula manipulation,D3,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Placing Angular Separation in a Speed Formula,/Users/jake/Developer/study/vault/212/M1/2026-06-25-M1-2/Lessons/Problem-4.md,0.0715,algorithmic-screen-only,false,true
P212-0054,M1,212-M1-044,212-M1-044,Finding the Time for One Revolution While Speeding Up,2026-06-28,/Users/jake/Developer/study/vault/212/M1/2026-06-28-HW-1/Lessons/Problem-2.md,Time must be positive,time must be positive,Model condition or reference choice,,,D1,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Finding When Angular Velocity Reverses Direction,/Users/jake/Developer/study/vault/212/M1/2026-06-23-M1-00/Lessons/Problem-1.md,0.2221,algorithmic-screen-only,false,true
P212-0055,M1,212-M1-045,212-M1-045,Finding the Units of a Coefficient in Angular Acceleration,2026-06-28,/Users/jake/Developer/study/vault/212/M1/2026-06-28-HW-1/Lessons/Problem-3.md,"SI units for angular position, angular velocity, and angular acceleration","si units for angular position, angular velocity, and angular acceleration","Physics concept, law, or relation",Circular and rotational motion,,D1,Atomic,direct-match,1,212-M1-047,212-M1-047,Finding Angular Position From Angular Acceleration,M1,2026-06-28,/Users/jake/Developer/study/vault/212/M1/2026-06-28-HW-1/Lessons/Problem-5.md,same-date,Medium,worked_move_equivalent,The lesson carries angular position velocity and acceleration through two integrations with their SI angular units.,1,0.4336,,,,semantically-reviewed,false,true
P212-0056,M1,212-M1-045,212-M1-045,Finding the Units of a Coefficient in Angular Acceleration,2026-06-28,/Users/jake/Developer/study/vault/212/M1/2026-06-28-HW-1/Lessons/Problem-3.md,"Powers of time units, such as $[t^2]=\mathrm{s}^2$","powers of time units, such as [t^2]=s^2",Measurement and computation,,,D1,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Finding When Angular Velocity Reverses Direction,/Users/jake/Developer/study/vault/212/M1/2026-06-23-M1-00/Lessons/Problem-1.md,0.1671,algorithmic-screen-only,false,true
P212-0057,M1,212-M1-045,212-M1-045,Finding the Units of a Coefficient in Angular Acceleration,2026-06-28,/Users/jake/Developer/study/vault/212/M1/2026-06-28-HW-1/Lessons/Problem-3.md,Matching units across terms that are added or subtracted,matching units across terms that are added or subtracted,Measurement and computation,,,D1,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Predicting Angular Speed When Mass Is Added,/Users/jake/Developer/study/vault/212/M2/2026-07-14-M2-6/Lessons/Problem-1.md,0.1756,algorithmic-screen-only,false,true
P212-0058,M1,212-M1-046,212-M1-046,Finding Angular Velocity From Angular Acceleration,2026-06-28,/Users/jake/Developer/study/vault/212/M1/2026-06-28-HW-1/Lessons/Problem-4.md,Angular acceleration is the time derivative of angular velocity: $\alpha_z(t)=\dfrac{\mathrm{d}\omega_z}{\mathrm{d}t}$,angular acceleration is the time derivative of angular velocity: \alphaz(t)=d\omegazdt,"Physics concept, law, or relation",Circular and rotational motion,Calculus,D3,Atomic,direct-match,1,212-M1-034,212-M1-034,Magnitude of Constant Angular Acceleration,M1,2026-06-24,/Users/jake/Developer/study/vault/212/M1/2026-06-24-M1-1/Lessons/Problem-2.md,earlier,High,concept_equivalent,The lesson defines alpha as the time rate of change of omega and applies that relation numerically.,5,0.3624,,,,semantically-reviewed,false,false
P212-0059,M1,212-M1-046,212-M1-046,Finding Angular Velocity From Angular Acceleration,2026-06-28,/Users/jake/Developer/study/vault/212/M1/2026-06-28-HW-1/Lessons/Problem-4.md,"The power rule for integration: $\displaystyle \int t^n\,\mathrm{d}t=\dfrac{t^{n+1}}{n+1}+K$ for $n\neq -1$","the power rule for integration: \displaystyle \int t^n\,dt=t^n+1n+1+k for n\neq -1",Mathematical technique,,Calculus,D3,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Finding a Density Constant from Total Mass,/Users/jake/Developer/study/vault/212/M2/2026-07-12-HW-3/Lessons/Problem-3.md,0.101,algorithmic-screen-only,false,true
P212-0060,M1,212-M1-046,212-M1-046,Finding Angular Velocity From Angular Acceleration,2026-06-28,/Users/jake/Developer/study/vault/212/M1/2026-06-28-HW-1/Lessons/Problem-4.md,The integral of a constant $c$ with respect to $t$ is $ct$,the integral of a constant c with respect to t is ct,Mathematical technique,,Calculus,D3,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Eliminating a Density Constant in a Rod-Inertia Integral,/Users/jake/Developer/study/vault/212/M2/2026-07-08-M2-2/Lessons/Problem-3.md,0.2582,algorithmic-screen-only,false,true
P212-0061,M1,212-M1-046,212-M1-046,Finding Angular Velocity From Angular Acceleration,2026-06-28,/Users/jake/Developer/study/vault/212/M1/2026-06-28-HW-1/Lessons/Problem-4.md,An initial condition is used by substituting the given time into the general formula,an initial condition is used by substituting the given time into the general formula,Mathematical technique,,Algebra and formula manipulation | Calculus,D3,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Finding Angular Position From Angular Acceleration,/Users/jake/Developer/study/vault/212/M1/2026-06-28-HW-1/Lessons/Problem-5.md,0.2039,algorithmic-screen-only,false,true
P212-0062,M1,212-M1-047,212-M1-047,Finding Angular Position From Angular Acceleration,2026-06-28,/Users/jake/Developer/study/vault/212/M1/2026-06-28-HW-1/Lessons/Problem-5.md,The relationships $\alpha_z(t)=\dfrac{d\omega_z}{dt}$ and $\omega_z(t)=\dfrac{d\theta_z}{dt}$,the relationships \alphaz(t)=d\omegazdt and \omegaz(t)=d\thetazdt,"Physics concept, law, or relation",Circular and rotational motion,,D3,Compound,direct-match,2,212-M1-046,212-M1-046,Finding Angular Velocity From Angular Acceleration,M1,2026-06-28,/Users/jake/Developer/study/vault/212/M1/2026-06-28-HW-1/Lessons/Problem-4.md,same-date,High,compound_split,This half of the compound dependency teaches alpha as d-omega by dt and reverses it by integration.,1,0.4204,,,,semantically-reviewed,false,false
P212-0063,M1,212-M1-047,212-M1-047,Finding Angular Position From Angular Acceleration,2026-06-28,/Users/jake/Developer/study/vault/212/M1/2026-06-28-HW-1/Lessons/Problem-5.md,The power rule for integration,the power rule for integration,Mathematical technique,,Calculus,D3,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Finding Angular Velocity From Angular Acceleration,/Users/jake/Developer/study/vault/212/M1/2026-06-28-HW-1/Lessons/Problem-4.md,0.2826,algorithmic-screen-only,false,true
P212-0064,M1,212-M1-047,212-M1-047,Finding Angular Position From Angular Acceleration,2026-06-28,/Users/jake/Developer/study/vault/212/M1/2026-06-28-HW-1/Lessons/Problem-5.md,How an initial condition determines an integration constant,how an initial condition determines an integration constant,Mathematical technique,,Calculus,D3,Atomic,direct-match,1,212-M1-046,212-M1-046,Finding Angular Velocity From Angular Acceleration,M1,2026-06-28,/Users/jake/Developer/study/vault/212/M1/2026-06-28-HW-1/Lessons/Problem-4.md,same-date,High,worked_move_equivalent,The lesson substitutes an initial angular velocity to determine the integration constant.,1,0.4184,,,,semantically-reviewed,false,false
P212-0065,M1,212-M1-006,212-M1-006,Recognizing Tangential Velocity in Circular Motion,2026-06-28,/Users/jake/Developer/study/vault/212/M1/2026-06-28-HW-1/Lessons/Problem-6.md,A radius vector $\vec r$ points from the center of a circle to the object,a radius vector r points from the center of a circle to the object,Mathematical technique,,Geometry and trigonometry | Vector mathematics,D3,Atomic,direct-match,1,212-M1-048,212-M1-048,Identifying Velocity Direction in Non-Uniform Circular Motion,M1,2026-06-28,/Users/jake/Developer/study/vault/212/M1/2026-06-28-HW-1/Lessons/Problem-10.md,same-date,High,concept_equivalent,The lesson explicitly defines the radius vector as pointing from the circle center to the object.,,,,,,semantically-reviewed,true,true
P212-0066,M1,212-M1-006,212-M1-006,Recognizing Tangential Velocity in Circular Motion,2026-06-28,/Users/jake/Developer/study/vault/212/M1/2026-06-28-HW-1/Lessons/Problem-6.md,Instantaneous velocity points in the direction the object is moving at that instant,instantaneous velocity points in the direction the object is moving at that instant,"Physics concept, law, or relation",Kinematics,,D1,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Checking Speed From Angular Speed in Non-Uniform Circular Motion,/Users/jake/Developer/study/vault/212/M1/2026-06-28-HW-1/Lessons/Problem-12.md,0.2916,algorithmic-screen-only,false,true
P212-0067,M1,212-M1-006,212-M1-006,Recognizing Tangential Velocity in Circular Motion,2026-06-28,/Users/jake/Developer/study/vault/212/M1/2026-06-28-HW-1/Lessons/Problem-6.md,A tangent line touches a circle at one point,a tangent line touches a circle at one point,Mathematical technique,,Geometry and trigonometry,D2,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Acceleration in Constant-Speed Circular Motion,/Users/jake/Developer/study/vault/212/M1/2026-07-06-Q-1/Lessons/Problem-1.md,0.2141,algorithmic-screen-only,false,true
P212-0068,M1,212-M1-006,212-M1-006,Recognizing Tangential Velocity in Circular Motion,2026-06-28,/Users/jake/Developer/study/vault/212/M1/2026-06-28-HW-1/Lessons/Problem-6.md,A tangent to a circle is perpendicular to the radius at the point of contact,a tangent to a circle is perpendicular to the radius at the point of contact,Mathematical technique,,Geometry and trigonometry,D2,Atomic,direct-match,1,212-M1-048,212-M1-048,Identifying Velocity Direction in Non-Uniform Circular Motion,M1,2026-06-28,/Users/jake/Developer/study/vault/212/M1/2026-06-28-HW-1/Lessons/Problem-10.md,same-date,High,concept_equivalent,The lesson explicitly teaches that the tangent direction is perpendicular to the radius at the contact point.,7,0.1647,,,,semantically-reviewed,true,true
P212-0069,M1,212-M1-007,212-M1-007,Comparing Centripetal Acceleration with the Radius Vector,2026-06-28,/Users/jake/Developer/study/vault/212/M1/2026-06-28-HW-1/Lessons/Problem-7.md,A vector points in the direction of its arrow,a vector points in the direction of its arrow,Mathematical technique,,Vector mathematics,D3,Atomic,no-direct-match-after-review,0,,,,,,,,,,,,,Choosing the Acceleration Direction When Circular Motion Speeds Up,/Users/jake/Developer/study/vault/212/M1/2026-06-28-HW-1/Lessons/Problem-13.md,0.3073,candidate-set-semantically-reviewed,false,true
P212-0070,M1,212-M1-007,212-M1-007,Comparing Centripetal Acceleration with the Radius Vector,2026-06-28,/Users/jake/Developer/study/vault/212/M1/2026-06-28-HW-1/Lessons/Problem-7.md,Perpendicular vectors meet at a $90^\circ$ angle,perpendicular vectors meet at a 90^\circ angle,Mathematical technique,,Geometry and trigonometry | Vector mathematics,D3,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Finding Torque from a Force at an Angle,/Users/jake/Developer/study/vault/212/M2/2026-07-09-M2-3/Lessons/Problem-3.md,0.2524,algorithmic-screen-only,false,true
P212-0071,M1,212-M1-007,212-M1-007,Comparing Centripetal Acceleration with the Radius Vector,2026-06-28,/Users/jake/Developer/study/vault/212/M1/2026-06-28-HW-1/Lessons/Problem-7.md,Opposite vectors lie on the same line but point in opposite directions,opposite vectors lie on the same line but point in opposite directions,Mathematical technique,,Geometry and trigonometry | Vector mathematics,D3,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Finding the Net-Force Direction in Circular Motion,/Users/jake/Developer/study/vault/212/M1/2026-07-03-HW-2/Lessons/Problem-4.md,0.2122,algorithmic-screen-only,false,true
P212-0072,M1,212-M1-007,212-M1-007,Comparing Centripetal Acceleration with the Radius Vector,2026-06-28,/Users/jake/Developer/study/vault/212/M1/2026-06-28-HW-1/Lessons/Problem-7.md,"In uniform circular motion, the position vector $\vec r$ is measured from the circle's center to the object","in uniform circular motion, the position vector r is measured from the circle's center to the object","Physics concept, law, or relation",Kinematics | Circular and rotational motion,Geometry and trigonometry | Vector mathematics,D3,Atomic,direct-match,1,212-M1-048,212-M1-048,Identifying Velocity Direction in Non-Uniform Circular Motion,M1,2026-06-28,/Users/jake/Developer/study/vault/212/M1/2026-06-28-HW-1/Lessons/Problem-10.md,same-date,High,concept_equivalent,The lesson defines r from the center to the object and practices reading that direction in diagrams.,2,0.2923,,,,semantically-reviewed,false,false
